,SMILES_x,CID,canonical_CID,r_inhibition_at_20_uM,r_inhibition_at_50_uM,r_IC50,f_inhibition_at_20_uM,f_inhibition_at_50_uM,f_avg_IC50,f_avg_pIC50,f_max_inhibition_reading,f_min_inhibition_reading,f_hill_slope,f_R2,relative_solubility_at_20_uM,relative_solubility_at_100_uM,trypsin_IC50,acrylamide,chloroacetamide,series,Molecule Name,SMILES_y,Batch Created Date,Batch Updated Date,Date,stereochem comments
473,C=CC(=O)N(c1ccc(SC)cc1)C(C(=O)Nc1ccc(Cl)cc1)c1cccnc1,LON-WEI-b8d98729-24,LON-WEI-b8d98729-24,9.39703267,,,16.89356,32.28805,,,,,,,0.81,0.64,,TRUE,FALSE,3-aminopyridine-like,CVD-0001888,CSc1ccc(cc1)N(C(C(=O)Nc1ccc(Cl)cc1)c1cccnc1)C(=O)C=C,4/23/2020,5/12/2020,,
487,C=CC(=O)N(c1ccc(C(C)(C)CC)cc1)C(C(=O)Nc1cccc(F)c1C)c1cccnc1,LON-WEI-b8d98729-36,LON-WEI-b8d98729-36,3.785086328,,,16.262435,31.81661,,,,,,,0.86,0.72,,TRUE,FALSE,3-aminopyridine-like,CVD-0001899,CCC(C)(C)c1ccc(cc1)N(C(C(=O)Nc1cccc(F)c1C)c1cccnc1)C(=O)C=C,4/23/2020,5/12/2020,,
440,O=C(CCl)N1CCC(C(=O)N2CCCCC2)CC1,VIR-GIT-7b3d3065-2,VIR-GIT-7b3d3065-2,0.505906395,,,18.47409,31.38461,,,,,,,1,1,,FALSE,TRUE,,CVD-0003676,ClCC(=O)N1CCC(CC1)C(=O)N1CCCCC1,4/23/2020,5/21/2020,,
552,O=C(Nc1cccnc1)Nc1cccc(Cl)c1,DAR-DIA-23aa0b97-14,DAR-DIA-23aa0b97-14,,,,12.85786,30.92173,,,,,,,,,,FALSE,FALSE,3-aminopyridine-like,CVD-0000705,Clc1cccc(NC(=O)Nc2cccnc2)c1,4/23/2020,6/2/2020,,
461,C=CC(=O)N(c1ccc(S(F)(F)(F)(F)F)cc1)C(C(=O)Nc1ccc(OC)cc1)c1cccnc1,LON-WEI-b8d98729-12,LON-WEI-b8d98729-12,10.35317249,,,15.69979,30.56822,,,,,,,0.83,0.71,,TRUE,FALSE,3-aminopyridine-like,CVD-0001875,COc1ccc(NC(=O)C(N(C(=O)C=C)c2ccc(cc2)S(F)(F)(F)(F)F)c2cccnc2)cc1,4/23/2020,5/12/2020,,
330,O=C(CCl)N1CCN(S(=O)(=O)c2ccc(Cc3cccc4ccccc34)cc2)CC1,MED-COV-4280ac29-5,MED-COV-4280ac29-5,,88.97527693,,20.639545,29.89257,,,,,,,,,,FALSE,TRUE,piperazine-chloroacetamide,CVD-0002746,ClCC(=O)N1CCN(CC1)S(=O)(=O)c1ccc(Cc2cccc3ccccc23)cc1,4/23/2020,5/26/2020,,
204,O=C(C(F)Cl)N1CCN(Cc2cccc3ccccc23)CC1,JOO-IND-6372a4f3-6,JOO-IND-6372a4f3-6,,9.107585539,,20.4667,29.471705,,,,,,,,,,FALSE,FALSE,piperazine-chloroacetamide,CVD-0001709,FC(Cl)C(=O)N1CCN(Cc2cccc3ccccc23)CC1,4/23/2020,5/26/2020,,
446,O=C(NCCNc1ccnc2cc(Cl)ccc12)Nc1ccc(F)cc1,GAB-FAC-880f6604-1,GAB-FAC-880f6604-1,0,0,,20.42284,29.46934,,,,,,,0.99,0.94,,FALSE,FALSE,,CVD-0001191,Fc1ccc(NC(=O)NCCNc2ccnc3cc(Cl)ccc23)cc1,4/23/2020,5/13/2020,,
278,C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NC(C)(C)C)c1cccnc1,LON-WEI-8f408cad-8,LON-WEI-8f408cad-8,0,16.09,,12.660735,27.208785,99,,39.253875,-7.564599,1.118013753,0.908016755,0.96,0.89,,TRUE,FALSE,Ugi,CVD-0001870,CC(C)(C)NC(=O)C(N(C(=O)C=C)c1ccc(cc1)C(C)(C)C)c1cccnc1,4/23/2020,5/12/2020,,
294,C#CCN1CCN(C(=O)CCl)CC1,TOB-UNK-c2aba166-1,TOB-UNK-c2aba166-1,6.856822737,7.121640946,,,27.16465,,,,,,,1,1,,FALSE,TRUE,piperazine-chloroacetamide,CVD-0003591,ClCC(=O)N1CCN(CC#C)CC1,4/23/2020,5/12/2020,,
498,C=CC(=O)N(c1ccc(SC)cc1)C(C(=O)Nc1ccc(OC)cc1)c1cccnc1,LON-WEI-b8d98729-47,LON-WEI-b8d98729-47,0,,,13.53407,27.04619,,,,,,,0.91,0.77,,TRUE,FALSE,3-aminopyridine-like,CVD-0001910,COc1ccc(NC(=O)C(N(C(=O)C=C)c2ccc(SC)cc2)c2cccnc2)cc1,4/23/2020,5/12/2020,,
471,C=CC(=O)N(c1ccc(C(C)OC)cc1)C(C(=O)Nc1ccc(Cl)cc1)c1cccnc1,LON-WEI-b8d98729-22,LON-WEI-b8d98729-22,0,,,12.27796,26.09074,,,,,,,0.84,0.76,,TRUE,FALSE,3-aminopyridine-like,CVD-0001886,COC(C)c1ccc(cc1)N(C(C(=O)Nc1ccc(Cl)cc1)c1cccnc1)C(=O)C=C,4/23/2020,5/12/2020,,
488,C=CC(=O)N(c1ccc(C(F)(F)F)cc1)C(C(=O)Nc1ccc(OC)cc1C)c1cccnc1,LON-WEI-b8d98729-37,LON-WEI-b8d98729-37,11.03184251,,,7.0595355,25.43588,,,,,,,0.95,0.62,,TRUE,FALSE,3-aminopyridine-like,CVD-0001900,COc1ccc(NC(=O)C(N(C(=O)C=C)c2ccc(cc2)C(F)(F)F)c2cccnc2)c(C)c1,4/23/2020,5/12/2020,,
495,C=CC(=O)N(c1ccc2ncsc2c1)C(C(=O)Nc1ccc(Cl)cc1)c1cccnc1,LON-WEI-b8d98729-44,LON-WEI-b8d98729-44,2.570452653,,,8.954919,25.263735,,,,,,,0.87,0.69,,TRUE,FALSE,3-aminopyridine-like,CVD-0001907,Clc1ccc(NC(=O)C(N(C(=O)C=C)c2ccc3ncsc3c2)c2cccnc2)cc1,4/23/2020,5/12/2020,,
523,N#Cc1cccc(CC(=O)Nc2cccnc2)c1,ANN-UNI-26382800-5,ANN-UNI-26382800-5,0,11.54,,11.40413,24.96099,,,,,,,1,1,,FALSE,FALSE,3-aminopyridine-like,CVD-0000139,O=C(Cc1cccc(c1)C#N)Nc1cccnc1,4/23/2020,5/12/2020,,
525,COc1ccc(-n2cc(CN3CCN(C(=O)CCl)CC3)nn2)cc1,ANT-STE-dbb91f63-1,ANT-STE-dbb91f63-1,,24.09132659,,10.878841,24.947395,,,,,,,,,,FALSE,TRUE,piperazine-chloroacetamide,CVD-0000186,COc1ccc(cc1)-n1cc(CN2CCN(CC2)C(=O)CCl)nn1,4/23/2020,5/26/2020,,
449,C=CC(=O)N(c1ccc(SC)cc1)C(C(=O)Nc1c(C)cccc1CC)c1cccnc1,LON-WEI-b8d98729-2,LON-WEI-b8d98729-2,0,,,11.082635,24.534565,,,,,,,0.85,0.67,,TRUE,FALSE,3-aminopyridine-like,CVD-0001883,CCc1cccc(C)c1NC(=O)C(N(C(=O)C=C)c1ccc(SC)cc1)c1cccnc1,4/23/2020,5/12/2020,,
558,O=C(Nc1cccnc1)Nc1ccc(Cl)s1,DAR-DIA-842b4336-4,DAR-DIA-842b4336-4,0,35.74,,8.8541305,23.74839,,,,,,,0.99,0.95,,FALSE,FALSE,3-aminopyridine-like,CVD-0000757,Clc1ccc(NC(=O)Nc2cccnc2)s1,4/23/2020,5/12/2020,,
494,C=CC(=O)N(c1cc(C(C)(C)C)on1)C(C(=O)Nc1ccc(OC)cc1C)c1cccnc1,LON-WEI-b8d98729-43,LON-WEI-b8d98729-43,14.30890465,,,12.87613,23.43133,,,,,,,1,0.91,,TRUE,FALSE,3-aminopyridine-like,CVD-0001906,COc1ccc(NC(=O)C(N(C(=O)C=C)c2cc(on2)C(C)(C)C)c2cccnc2)c(C)c1,4/23/2020,5/12/2020,,
456,C=CC(=O)N(c1ccc(S(F)(F)(F)(F)F)cc1)C(C(=O)NC(C)(C)C)c1cccnc1,LON-WEI-b8d98729-7,LON-WEI-b8d98729-7,6.54128253,,,11.09353,23.00163,,,,,,,0.98,0.9,,TRUE,FALSE,Ugi,CVD-0001914,CC(C)(C)NC(=O)C(N(C(=O)C=C)c1ccc(cc1)S(F)(F)(F)(F)F)c1cccnc1,4/23/2020,5/12/2020,,
180,O=C(Nc1cccnc1)c1cc(Cl)ccc1O,CHR-SOS-7098f804-11,CHR-SOS-7098f804-11,0,,,18.33001,22.7829,,,,,,,1,0.89,,FALSE,FALSE,,CVD-0000587,Oc1ccc(Cl)cc1C(=O)Nc1cccnc1,4/23/2020,5/12/2020,,
370,O=C(Cc1cncnc1)Nc1cccc(OC2CC(=O)N2)c1,BAR-COM-4e090d3a-39,BAR-COM-4e090d3a-39,-2.075,8.105,,7.863298,22.773735,,,,,,,1,1,,FALSE,FALSE,3-aminopyridine-like,CVD-0000260,O=C(Cc1cncnc1)Nc1cccc(OC2CC(=O)N2)c1,4/23/2020,5/12/2020,,
482,C=CC(=O)N(c1ccc(C(C)(C)CC)cc1)C(C(=O)Nc1ccc(Cl)cc1)c1cccnc1,LON-WEI-b8d98729-33,LON-WEI-b8d98729-33,11.25412694,,,16.53021,22.655935,,,,,,,0.82,0.68,,TRUE,FALSE,3-aminopyridine-like,CVD-0001897,CCC(C)(C)c1ccc(cc1)N(C(C(=O)Nc1ccc(Cl)cc1)c1cccnc1)C(=O)C=C,4/23/2020,5/12/2020,,
310,CN(C)C/C=C/C(=O)Nc1c[nH]c2ccccc12,ANT-OPE-ab37bd51-1,ANT-OPE-ab37bd51-1,0,,,5.801615,22.53145,,,,,,,1,1,,FALSE,FALSE,,CVD-0000181,CN(C)C\C=C\C(=O)Nc1c[nH]c2ccccc12,4/23/2020,5/21/2020,,
491,C=CC(=O)N(c1ccc(SC)cc1)C(C(=O)Nc1ccc(OC)cc1C)c1cccnc1,LON-WEI-b8d98729-40,LON-WEI-b8d98729-40,0,,,8.266012,22.24457,,,,,,,0.95,0.84,,TRUE,FALSE,3-aminopyridine-like,CVD-0001903,COc1ccc(NC(=O)C(N(C(=O)C=C)c2ccc(SC)cc2)c2cccnc2)c(C)c1,4/23/2020,5/12/2020,,
492,C=CC(=O)N(c1ccc(C(F)(F)F)cc1)C(C(=O)Nc1ccccc1Br)c1cccnc1,LON-WEI-b8d98729-41,LON-WEI-b8d98729-41,9.599967044,,,15.601375,22.04782,,,,,,,0.94,0.83,,TRUE,FALSE,3-aminopyridine-like,CVD-0001904,FC(F)(F)c1ccc(cc1)N(C(C(=O)Nc1ccccc1Br)c1cccnc1)C(=O)C=C,4/23/2020,5/12/2020,,
554,N#Cc1cncc(CC(=O)Nc2cccnc2)c1,DAR-DIA-23aa0b97-17,DAR-DIA-23aa0b97-17,6.5775,12.695,,6.610398,21.805805,,,,,,,1,1,,FALSE,FALSE,3-aminopyridine-like,CVD-0000708,O=C(Cc1cncc(c1)C#N)Nc1cccnc1,4/23/2020,5/12/2020,,
399,Cc1ccncc1NC(=O)Nc1ccccc1,ALE-HEI-f28a35b5-1,ALE-HEI-f28a35b5-1,0,-0.18,,,21.06202,,,,,,,1,1,,FALSE,FALSE,3-aminopyridine-like,CVD-0000068,Cc1ccncc1NC(=O)Nc1ccccc1,4/23/2020,5/12/2020,,
400,Cc1ccncc1NC(=O)Nc1ccccc1,ALE-HEI-f28a35b5-1,ALE-HEI-f28a35b5-1,0,-0.18,,,21.06202,,,,,,,1,1,,FALSE,FALSE,3-aminopyridine-like,CVD-0000068,Cc1ccncc1NC(=O)Nc1ccccc1,4/23/2020,5/12/2020,,
497,C=CC(=O)N(c1cc(C(C)(C)C)on1)C(C(=O)Nc1c(C)cccc1CC)c1cccnc1,LON-WEI-b8d98729-46,LON-WEI-b8d98729-46,1.489855909,,,7.333488,21.050805,,,,,,,0.99,0.9,,TRUE,FALSE,3-aminopyridine-like,CVD-0001909,CCc1cccc(C)c1NC(=O)C(N(C(=O)C=C)c1cc(on1)C(C)(C)C)c1cccnc1,4/23/2020,5/12/2020,,
379,O=C(Cc1ccccc1OC1CCOC1)OCc1cnn[nH]1,BAR-COM-4e090d3a-50,BAR-COM-4e090d3a-50,0,0,,,20.72518,,,,,,,1,1,,FALSE,FALSE,,CVD-0000272,O=C(Cc1ccccc1OC1CCOC1)OCc1cnn[nH]1,4/23/2020,5/12/2020,,
470,C=CC(=O)N(c1cc(C(C)(C)C)n[nH]1)C(C(=O)Nc1ccc(Cl)cc1)c1cccnc1,LON-WEI-b8d98729-21,LON-WEI-b8d98729-21,0,,,6.1170335,19.53423,,,,,,,0.78,0.68,,TRUE,FALSE,3-aminopyridine-like,CVD-0001885,CC(C)(C)c1cc([nH]n1)N(C(C(=O)Nc1ccc(Cl)cc1)c1cccnc1)C(=O)C=C,4/23/2020,5/12/2020,,
184,Cc1ccncc1NC(=O)Cc1ccccc1,TRY-UNI-714a760b-5,TRY-UNI-714a760b-5,-0.63,16.1,,8.1878345,19.47383,,,,,,,1,1,,FALSE,FALSE,3-aminopyridine-like,CVD-0003630,Cc1ccncc1NC(=O)Cc1ccccc1,4/23/2020,5/12/2020,,
503,CNC(=O)OC1CCN(C(=O)c2ccccc2)CC1,GIA-UNK-595fac82-2,GIA-UNK-595fac82-2,0,0,,,19.1599,,,,,,,1,1,,FALSE,FALSE,,CVD-0001291,CNC(=O)OC1CCN(CC1)C(=O)c1ccccc1,4/23/2020,5/12/2020,,
412,NC(=O)CCN(C(=O)CCl)C1CCS(=O)(=O)C1,DAN-PUR-6788a628-2,DAN-PUR-6788a628-2,16.26223476,34.11947148,,,18.60511,,,,,,,1,1,,FALSE,TRUE,,CVD-0000664,NC(=O)CCN(C1CCS(=O)(=O)C1)C(=O)CCl,4/23/2020,5/12/2020,,
188,Cc1ccncc1NC(=O)C(C)C1CCCCC1,TRY-UNI-714a760b-16,TRY-UNI-714a760b-16,,,,9.2934345,18.376635,,,,,,,,,,FALSE,FALSE,3-aminopyridine-like,CVD-0003619,CC(C1CCCCC1)C(=O)Nc1cnccc1C,4/23/2020,6/2/2020,,
486,C=CC(=O)N(c1ccc(C(C)(C)CC)cc1)C(C(=O)Nc1ccc(Br)cc1)c1cccnc1,LON-WEI-b8d98729-35,LON-WEI-b8d98729-35,0,,,8.3185375,18.35956,,,,,,,0.91,0.66,,TRUE,FALSE,3-aminopyridine-like,CVD-0001898,CCC(C)(C)c1ccc(cc1)N(C(C(=O)Nc1ccc(Br)cc1)c1cccnc1)C(=O)C=C,4/23/2020,5/12/2020,,
397,O=C(NCCN1CCN(C(=O)CCl)CC1)c1ccccc1,STE-KUL-2e0d2e88-1,STE-KUL-2e0d2e88-1,0.87064037,,,0.2054805,18.06401,,,,,,,1,1.01,,FALSE,TRUE,piperazine-chloroacetamide,CVD-0003484,ClCC(=O)N1CCN(CCNC(=O)c2ccccc2)CC1,4/23/2020,5/21/2020,,
506,CNC(=O)OC1CCN(Cc2ccccc2)CC1,GIA-UNK-595fac82-5,GIA-UNK-595fac82-5,0.824240319,0,,,17.61442,,,,,,,0.99,1,,FALSE,FALSE,,CVD-0001294,CNC(=O)OC1CCN(Cc2ccccc2)CC1,4/23/2020,5/12/2020,,
158,Cc1ccncc1NC(=O)CN(C)S(=O)(=O)c1cccc2cccnc12,GAB-REV-70cc3ca5-8,GAB-REV-70cc3ca5-8,0,-0.449359763,,43.37566,17.30223,99,,41.569985,-15.1198,1.854124825,0.702505269,0.99,1,,FALSE,FALSE,,CVD-0001235,CN(CC(=O)Nc1cnccc1C)S(=O)(=O)c1cccc2cccnc12,4/23/2020,5/13/2020,,
141,NS(=O)(=O)c1ccc(N2CCC(c3ccsc3)CC2)cc1,WAR-XCH-b72a1bbc-16,WAR-XCH-b72a1bbc-16,37.4425,41.975,,7.4030895,17.089435,,,,,,,0.98,0.76,,FALSE,FALSE,,CVD-0003845,NS(=O)(=O)c1ccc(cc1)N1CCC(CC1)c1ccsc1,4/23/2020,5/12/2020,,
170,N#Cc1cncc(NC(=O)Nc2cccnc2)c1,CHR-SOS-363cfb78-1,CHR-SOS-363cfb78-1,,,,7.068907,17.066025,,,,,,,,,,FALSE,FALSE,3-aminopyridine-like,CVD-0000547,O=C(Nc1cccnc1)Nc1cncc(c1)C#N,4/23/2020,6/2/2020,,
382,CC(C(=O)Nc1cccc(OC2CC(=O)N2)c1)c1cnccn1,BAR-COM-4e090d3a-53,BAR-COM-4e090d3a-53,0,0,,,16.96057,,,,,,,1,1,,FALSE,FALSE,3-aminopyridine-like,CVD-0000275,CC(C(=O)Nc1cccc(OC2CC(=O)N2)c1)c1cnccn1,4/23/2020,5/12/2020,,
553,O=C(Nc1cccnc1)Nc1cncc(Cl)c1,DAR-DIA-23aa0b97-15,DAR-DIA-23aa0b97-15,0,-0.075,,,16.82187,,,,,,,1,1,,FALSE,FALSE,3-aminopyridine-like,CVD-0000706,Clc1cncc(NC(=O)Nc2cccnc2)c1,4/23/2020,5/12/2020,,
206,O=C(C(F)Cl)N1CCCC(c2nc3ccccc3s2)C1,JOO-IND-b13e14cc-2,JOO-IND-b13e14cc-2,0,0,,7.098711,16.18234,,,,,,,0.99,0.99,,FALSE,FALSE,,CVD-0001714,FC(Cl)C(=O)N1CCCC(C1)c1nc2ccccc2s1,4/23/2020,5/13/2020,,
472,C=CC(=O)N(c1cc(C(C)(C)C)on1)C(C(=O)NC(C)(C)C)c1cccnc1,LON-WEI-b8d98729-23,LON-WEI-b8d98729-23,28.67136864,,,7.85931,16.13711,99,,12.94703,-18.243545,1.652258239,0.034130581,0.98,0.91,99,TRUE,FALSE,Ugi,CVD-0001887,CC(C)(C)NC(=O)C(N(C(=O)C=C)c1cc(on1)C(C)(C)C)c1cccnc1,4/23/2020,5/12/2020,,
459,C=CC(=O)N(c1ccc(C(C)OC)cc1)C(C(=O)NC(C)(C)C)c1cccnc1,LON-WEI-b8d98729-10,LON-WEI-b8d98729-10,0,,,7.066298,15.90563,,,,,,,0.98,0.86,,TRUE,FALSE,Ugi,CVD-0001873,COC(C)c1ccc(cc1)N(C(C(=O)NC(C)(C)C)c1cccnc1)C(=O)C=C,4/23/2020,5/12/2020,,
344,Nc1ncncc1CNC(=O)Nc1ccccc1OCCn1ccnc1,BAR-COM-4e090d3a-5,BAR-COM-4e090d3a-5,1.47,9.19,,,15.83119,,,,,,,1,1,,FALSE,FALSE,,CVD-0000271,Nc1ncncc1CNC(=O)Nc1ccccc1OCCn1ccnc1,4/23/2020,5/12/2020,,
306,O=C(CCl)N1CCN(Cc2cnc(-c3ccccc3)nc2)CC1,MAK-UNK-af83ef51-1,MAK-UNK-af83ef51-1,,0,,6.1794385,15.749255,,,,,,,,,,FALSE,TRUE,piperazine-chloroacetamide,CVD-0002481,ClCC(=O)N1CCN(Cc2cnc(nc2)-c2ccccc2)CC1,4/23/2020,5/26/2020,,
474,C=CC(=O)N(c1ccc2ncsc2c1)C(C(=O)Nc1ccc(OC)cc1)c1cccnc1,LON-WEI-b8d98729-25,LON-WEI-b8d98729-25,0,,,4.018394,15.369845,,,,,,,0.92,0.87,,TRUE,FALSE,3-aminopyridine-like,CVD-0001889,COc1ccc(NC(=O)C(N(C(=O)C=C)c2ccc3ncsc3c2)c2cccnc2)cc1,4/23/2020,5/12/2020,,
196,O=C(CC(=O)N1CCOCC1)NCc1ccccc1,GIA-UNK-3f36037a-6,GIA-UNK-3f36037a-6,0,0,,-1.438364,15.13225,,,,,,,0.99,1,,FALSE,FALSE,,CVD-0001288,O=C(CC(=O)N1CCOCC1)NCc1ccccc1,4/23/2020,5/13/2020,,
551,Nc1cncc(NC(=O)Nc2cccc(Cl)c2)c1,DAR-DIA-23aa0b97-13,DAR-DIA-23aa0b97-13,15.185,39.42,,,14.95938,,,,,,,1,1,,FALSE,FALSE,3-aminopyridine-like,CVD-0000704,Nc1cncc(NC(=O)Nc2cccc(Cl)c2)c1,4/23/2020,5/12/2020,,
205,C=CC(=O)N1CCCC(c2nc3ccccc3s2)C1,JOO-IND-b13e14cc-1,JOO-IND-b13e14cc-1,0,0,,,14.52348,,,,,,,0.99,0.99,,TRUE,FALSE,,CVD-0001713,C=CC(=O)N1CCCC(C1)c1nc2ccccc2s1,4/23/2020,5/12/2020,,
537,CS(=O)(=O)NCCc1ccccc1O,ANT-DIA-b7f58f21-3,ANT-DIA-b7f58f21-3,0,0,,,14.42441,,,,,,,1,1,,FALSE,FALSE,,CVD-0000154,CS(=O)(=O)NCCc1ccccc1O,4/23/2020,5/12/2020,,
308,O=S1(=O)CCC(N2CCN(c3nc(-c4cccnc4)nc4ccccc34)CC2)C1,AUS-ARG-7cfdce8f-15,AUS-ARG-7cfdce8f-15,0,0,,12.95491,14.09733,,,,,,,1,0.94,,FALSE,FALSE,,CVD-0000196,O=S1(=O)CCC(C1)N1CCN(CC1)c1nc(nc2ccccc12)-c1cccnc1,4/23/2020,5/13/2020,,
362,O=C(NCc1cccnn1)NC(Cc1ccccc1)c1cccs1,BAR-COM-4e090d3a-29,BAR-COM-4e090d3a-29,0,0,,,13.88944,,,,,,,1,1,,FALSE,FALSE,,CVD-0000249,O=C(NCc1cccnn1)NC(Cc1ccccc1)c1cccs1,4/23/2020,5/12/2020,,
387,O=C(NCc1cncs1)Nc1cccc(N2CCOCC2)c1,BAR-COM-4e090d3a-58,BAR-COM-4e090d3a-58,0.6725,23.795,,5.6510135,13.5716,,,,,,,1,1.01,,FALSE,FALSE,,CVD-0000280,O=C(NCc1cncs1)Nc1cccc(c1)N1CCOCC1,4/23/2020,5/12/2020,,
493,C=CC(=O)N(c1ccc(N(C)C)c(C)c1)C(C(=O)Nc1c(C)cccc1CC)c1cccnc1,LON-WEI-b8d98729-42,LON-WEI-b8d98729-42,0,,,6.402893,13.24039,,,,,,,0.9,0.77,,TRUE,FALSE,3-aminopyridine-like,CVD-0001905,CCc1cccc(C)c1NC(=O)C(N(C(=O)C=C)c1ccc(N(C)C)c(C)c1)c1cccnc1,4/23/2020,5/12/2020,,
162,Cc1ccncc1NC(=O)CCc1nc2cc(Cl)ccc2o1,GAB-REV-70cc3ca5-22,GAB-REV-70cc3ca5-22,,,,10.43567,13.139165,,,,,,,,,,FALSE,FALSE,,CVD-0001228,Cc1ccncc1NC(=O)CCc1nc2cc(Cl)ccc2o1,4/23/2020,6/2/2020,,
149,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,ALE-UNK-fca05062-1,ALE-UNK-fca05062-1,0,,,7.217611,12.97443,,,,,,,0.83,0.53,,FALSE,FALSE,,CVD-0000085,CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](Cc1ccccc1)NC(=O)COc1c(C)cccc1C)Cc1ccccc1,4/23/2020,5/12/2020,,
539,Cc1cc(Cl)cc(NC(=O)Nc2cccnc2)c1,WAR-XCH-eb7b662f-5,WAR-XCH-eb7b662f-5,0,35.39,,,12.72043,,,,,,,1,1,,FALSE,FALSE,3-aminopyridine-like,CVD-0003948,Cc1cc(Cl)cc(NC(=O)Nc2cccnc2)c1,4/23/2020,5/12/2020,,
509,O=C(NCCN1CCN(c2ccccc2)CC1)NCc1ccccn1,TRI-UNI-97428359-1,TRI-UNI-97428359-1,0,0,,,12.48266,,,,,,,0.99,0.99,,FALSE,FALSE,,CVD-0003600,O=C(NCCN1CCN(CC1)c1ccccc1)NCc1ccccn1,4/23/2020,5/12/2020,,
467,C=CC(=O)N(c1ccc(C(C)C)nc1)C(C(=O)Nc1c(C)cccc1CC)c1cccnc1,LON-WEI-b8d98729-18,LON-WEI-b8d98729-18,0,,,5.6132675,12.477995,,,,,,,1,0.95,,TRUE,FALSE,3-aminopyridine-like,CVD-0001881,CCc1cccc(C)c1NC(=O)C(N(C(=O)C=C)c1ccc(nc1)C(C)C)c1cccnc1,4/23/2020,5/12/2020,,
477,C=CC(=O)N(c1ccc(S(F)(F)(F)(F)F)cc1)C(C(=O)Nc1ccc(OC)cc1C)c1cccnc1,LON-WEI-b8d98729-28,LON-WEI-b8d98729-28,0,,,5.5228815,12.22758,,,,,,,0.92,0.75,,TRUE,FALSE,3-aminopyridine-like,CVD-0001892,COc1ccc(NC(=O)C(N(C(=O)C=C)c2ccc(cc2)S(F)(F)(F)(F)F)c2cccnc2)c(C)c1,4/23/2020,5/12/2020,,
460,C=CC(=O)N(c1ccc(N(C)C)c(C)c1)C(C(=O)Nc1ccc(Cl)cc1)c1cccnc1,LON-WEI-b8d98729-11,LON-WEI-b8d98729-11,0,,,4.263645,12.105545,,,,,,,0.88,0.78,,TRUE,FALSE,3-aminopyridine-like,CVD-0001874,CN(C)c1ccc(cc1C)N(C(C(=O)Nc1ccc(Cl)cc1)c1cccnc1)C(=O)C=C,4/23/2020,5/12/2020,,
197,O=C(CC(=O)Nc1ccncc1)Nc1ccccc1,GIA-UNK-3f36037a-7,GIA-UNK-3f36037a-7,0,0,,,11.9675,,,,,,,1,1,,FALSE,FALSE,,CVD-0001289,O=C(CC(=O)Nc1ccncc1)Nc1ccccc1,4/23/2020,5/12/2020,,
368,COC(=O)C(Cc1ccccc1)C(C)NC(=O)C(C)n1ccnc1,BAR-COM-4e090d3a-36,BAR-COM-4e090d3a-36,0,0,,,11.92788,,,,,,,1,1,,FALSE,FALSE,,CVD-0000257,COC(=O)C(Cc1ccccc1)C(C)NC(=O)C(C)n1ccnc1,4/23/2020,5/12/2020,,
420,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,GER-UNI-05c7e912-1,GER-UNI-05c7e912-1,2.165982917,,,6.230106,11.89448,,,,,,,0.91,0.79,,FALSE,FALSE,,CVD-0001261,Cc1ccc(cc1)-c1cc(nn1-c1ccc(cc1)S(N)(=O)=O)C(F)(F)F,4/23/2020,5/12/2020,,
465,C=CC(=O)N(c1ccc(N(C)C)c(C)c1)C(C(=O)Nc1cccc(CC)c1)c1cccnc1,LON-WEI-b8d98729-16,LON-WEI-b8d98729-16,0,,,7.04789,11.734435,,,,,,,0.85,0.68,,TRUE,FALSE,3-aminopyridine-like,CVD-0001879,CCc1cccc(NC(=O)C(N(C(=O)C=C)c2ccc(N(C)C)c(C)c2)c2cccnc2)c1,4/23/2020,5/12/2020,,
373,O=C(NCc1noc2ccccc12)c1ccccc1OCC1CC1,BAR-COM-4e090d3a-43,BAR-COM-4e090d3a-43,0,0,,5.3063035,11.692045,,,,,,,1,0.64,,FALSE,FALSE,,CVD-0000264,O=C(NCc1noc2ccccc12)c1ccccc1OCC1CC1,4/23/2020,5/12/2020,,
521,N#Cc1ccc(NC(=O)Nc2cccnc2)cc1,ANN-UNI-26382800-3,ANN-UNI-26382800-3,0,,,5.8158525,11.55569,,,,,,,1,1,,FALSE,FALSE,3-aminopyridine-like,CVD-0000137,O=C(Nc1ccc(cc1)C#N)Nc1cccnc1,4/23/2020,5/12/2020,,
522,N#Cc1ccc(NC(=O)Nc2cccnc2)cc1,ANN-UNI-26382800-3,ANN-UNI-26382800-3,0,,,5.8158525,11.55569,,,,,,,1,1,,FALSE,FALSE,3-aminopyridine-like,CVD-0000137,O=C(Nc1ccc(cc1)C#N)Nc1cccnc1,4/23/2020,5/12/2020,,
560,O=C(Cc1ccc(Cl)s1)Nc1cccnc1,DAR-DIA-842b4336-13,DAR-DIA-842b4336-13,0,,,0.92202215,11.50041,,,,,,,1,1,,FALSE,FALSE,3-aminopyridine-like,CVD-0000743,Clc1ccc(CC(=O)Nc2cccnc2)s1,4/23/2020,5/12/2020,,
